Training_Record_ID,Batch_ID,Associate_ID,Experience_Level,RCM_Function,Client,Trainer_ID,Training_Type,Training_Mode,Training_Start_Date,Training_End_Date,Planned_Days,Actual_Days,Planned_Hours,Actual_Training_Hours,Productive_Hours,Non_Productive_Hours,Trainer_Available_Hours,Trainer_Utilization_Pct,Assessment_Score,Assessment_Attempts,First_Pass,Quality_Score,Productivity_Score,Floor_Support_Cases,Knowledge_Gap_Count,Retraining_Hours,Completion_Status,Month,Training_Week,Extended Training 
654,BAT202604-17,ASS0164,Fresher,AUTH,Revere Health,TR005,CST,Classroom,2026-04-12 00:00:00,2026-04-15 00:00:00,3,4,24,22.6,21.5,1.1,25,90.4,99,1,Yes,84.5,62.2,2,0,0,Completed,Apr-2026,15,1
655,BAT202604-17,ASS0164,Fresher,AUTH,Revere Health,TR005,LAW,Virtual,2026-04-16 00:00:00,2026-04-26 00:00:00,10,11,80,71.5,46,25.5,73.8,96.9,89,1,Yes,84.8,59.1,5,0,0.8,Completed,Apr-2026,16,1
656,BAT202604-17,ASS0164,Fresher,AUTH,Revere Health,TR005,OJT,Hybrid,2026-04-27 00:00:00,2026-05-21 00:00:00,25,25,200,174.7,118.6,56.1,202.8,86.1,67,3,No,94.3,73.5,7,4,7.2,Completed,Apr-2026,18,0
657,BAT202601-17,ASS0165,Fresher,BRCM,Client Delta,TR003,Generic Training,Floor,2026-01-25 00:00:00,2026-01-31 00:00:00,7,7,56,54.2,42.4,11.8,57.6,94.1,100,1,Yes,78.3,51.8,4,1,0,Completed,Jan-2026,4,0
658,BAT202602-17,ASS0165,Fresher,BRCM,Client Delta,TR003,CST,Classroom,2026-02-01 00:00:00,2026-02-05 00:00:00,5,5,40,40,30.4,9.6,40.7,98.3,82,1,Yes,75.8,77.5,0,1,1.8,Completed,Feb-2026,5,0
659,BAT202602-17,ASS0165,Fresher,BRCM,Client Delta,TR003,LAW,Virtual,2026-02-06 00:00:00,2026-02-15 00:00:00,10,10,80,77.9,53.7,24.2,74.1,105.1,80,1,Yes,87.3,79.4,14,1,1.3,Completed,Feb-2026,6,0
660,BAT202602-17,ASS0165,Fresher,BRCM,Client Delta,TR003,OJT,Hybrid,2026-02-16 00:00:00,2026-03-11 00:00:00,25,24,200,182,129.2,52.8,197.2,92.3,84,1,Yes,94,90.8,4,0,1.6,Extended,Feb-2026,8,0
661,BAT202607-17,ASS0166,Fresher,BRCM,Client Delta,TR003,Generic Training,Hybrid,2026-07-15 00:00:00,2026-07-22 00:00:00,8,8,64,58,40.3,17.7,67,86.6,98,1,Yes,84.1,76.8,1,1,1.8,Completed,Jul-2026,29,0
662,BAT202607-17,ASS0166,Fresher,BRCM,Client Delta,TR003,CST,Classroom,2026-07-23 00:00:00,2026-07-27 00:00:00,5,5,40,38.8,26.5,12.3,38.4,101,79,1,Yes,80.3,84.7,4,0,0.4,Completed,Jul-2026,30,0
663,BAT202607-17,ASS0166,Fresher,BRCM,Client Delta,TR003,LAW,Hybrid,2026-07-28 00:00:00,2026-08-06 00:00:00,10,10,80,80,53.3,26.7,82.5,97,80,1,Yes,75.3,75.1,13,1,0.7,Completed,Jul-2026,31,0
664,BAT202608-17,ASS0166,Fresher,BRCM,Client Delta,TR003,OJT,Classroom,2026-08-07 00:00:00,2026-08-31 00:00:00,25,25,200,187.7,119.2,68.5,214.9,87.3,74,1,Yes,87.6,78.5,10,2,0.8,Completed,Aug-2026,32,0
665,BAT202605-17,ASS0167,Fresher,Billing,River Health,TR006,Generic Training,Floor,2026-05-08 00:00:00,2026-05-15 00:00:00,8,8,64,64,44.5,19.5,60.3,106.1,91,1,Yes,81.5,78.4,2,0,1.8,Completed,May-2026,19,0
666,BAT202605-17,ASS0167,Fresher,Billing,River Health,TR006,CST,Hybrid,2026-05-16 00:00:00,2026-05-18 00:00:00,5,3,40,40,29.1,10.9,38.2,104.7,95,1,Yes,80.1,100,0,0,2,Completed,May-2026,20,0
667,BAT202605-17,ASS0167,Fresher,Billing,River Health,TR006,LAW,Hybrid,2026-05-19 00:00:00,2026-05-30 00:00:00,10,12,80,73.9,52.7,21.2,83.2,88.8,89,1,Yes,90.2,84.2,8,2,0.7,Completed,May-2026,21,1
668,BAT202605-17,ASS0167,Fresher,Billing,River Health,TR006,OJT,Virtual,2026-05-31 00:00:00,2026-06-24 00:00:00,25,25,200,185,131.2,53.8,188.5,98.1,79,1,Yes,100,84.5,4,1,1.6,Completed,May-2026,22,0
669,BAT202606-17,ASS0168,Experienced,AUTH,Revere Health,TR004,Generic Training,Classroom,2026-06-19 00:00:00,2026-06-19 00:00:00,2,1,16,13.5,9.2,4.3,15.4,87.7,93,3,No,93.5,90,0,4,7.5,Completed,Jun-2026,25,0
670,BAT202606-17,ASS0168,Experienced,AUTH,Revere Health,TR004,CST,Classroom,2026-06-20 00:00:00,2026-06-20 00:00:00,3,1,24,24,16.3,7.7,23,104.3,87,1,Yes,87.9,71.3,6,0,1.1,Completed,Jun-2026,25,0
671,BAT202606-17,ASS0168,Experienced,AUTH,Revere Health,TR004,LAW,Classroom,2026-06-21 00:00:00,2026-06-25 00:00:00,5,5,40,38.4,32.2,6.2,42.7,89.9,89,1,Yes,83.7,82.5,7,0,0.9,Completed,Jun-2026,25,0
672,BAT202606-17,ASS0168,Experienced,AUTH,Revere Health,TR004,OJT,Floor,2026-06-26 00:00:00,2026-07-10 00:00:00,15,15,120,114.3,77.1,37.2,128.9,88.7,84,1,Yes,75.3,95.1,3,3,1.1,Completed,Jun-2026,26,0
673,BAT202604-17,ASS0169,Experienced,Charge Entry,Revere Health,TR002,Generic Training,Classroom,2026-04-29 00:00:00,2026-05-01 00:00:00,3,3,24,22.2,15.6,6.6,22.5,98.7,77,1,Yes,91.5,80.9,0,0,1.2,Completed,Apr-2026,18,0
674,BAT202605-17,ASS0169,Experienced,Charge Entry,Revere Health,TR002,CST,Floor,2026-05-02 00:00:00,2026-05-04 00:00:00,3,3,24,23.2,18.9,4.3,23.9,97.1,78,1,Yes,86,90.6,2,2,1.2,Completed,May-2026,18,0
675,BAT202605-17,ASS0169,Experienced,Charge Entry,Revere Health,TR002,LAW,Classroom,2026-05-05 00:00:00,2026-05-09 00:00:00,5,5,40,37.1,28,9.1,39.5,93.9,74,1,Yes,93,76.3,5,2,1.1,Completed,May-2026,19,0
676,BAT202605-17,ASS0169,Experienced,Charge Entry,Revere Health,TR002,OJT,Floor,2026-05-10 00:00:00,2026-05-24 00:00:00,15,15,120,118.7,77.2,41.5,123.5,96.1,65,3,No,85.7,78.8,6,1,5.3,Completed,May-2026,19,0
677,BAT202601-17,ASS0170,Fresher,EVBV,Client Delta,TR005,Generic Training,Classroom,2026-01-19 00:00:00,2026-01-23 00:00:00,5,5,40,38,26.6,11.4,42.8,88.8,100,3,No,70.1,81.4,2,1,5.6,Completed,Jan-2026,4,0
678,BAT202601-17,ASS0170,Fresher,EVBV,Client Delta,TR005,CST,Classroom,2026-01-24 00:00:00,2026-01-27 00:00:00,4,4,32,30.4,24,6.4,30.4,100,63,3,No,78,85.7,3,0,6.9,Completed,Jan-2026,4,0
679,BAT202601-17,ASS0170,Fresher,EVBV,Client Delta,TR005,LAW,Floor,2026-01-28 00:00:00,2026-02-06 00:00:00,10,10,80,71.5,48.8,22.7,76,94.1,100,1,Yes,71.7,81.4,6,0,1,Completed,Jan-2026,5,0
680,BAT202602-17,ASS0170,Fresher,EVBV,Client Delta,TR005,OJT,Hybrid,2026-02-07 00:00:00,2026-03-03 00:00:00,25,25,200,193.4,138.1,55.3,200.7,96.4,74,1,Yes,93.6,53.1,4,0,0.5,Completed,Feb-2026,6,0
681,BAT202603-18,ASS0171,Experienced,CBR,Client Delta,TR006,Generic Training,Classroom,2026-03-25 00:00:00,2026-03-27 00:00:00,3,3,24,23.2,20.6,2.6,25,92.8,82,1,Yes,73.7,75.6,3,0,1.7,Completed,Mar-2026,13,0
682,BAT202603-18,ASS0171,Experienced,CBR,Client Delta,TR006,CST,Classroom,2026-03-28 00:00:00,2026-03-30 00:00:00,3,3,24,22.7,19.1,3.6,22.6,100.4,94,1,Yes,77.8,97.7,4,4,0.3,Completed,Mar-2026,13,0
683,BAT202603-18,ASS0171,Experienced,CBR,Client Delta,TR006,LAW,Floor,2026-03-31 00:00:00,2026-04-04 00:00:00,5,5,40,37.5,27.5,10,43.1,87,98,1,Yes,83.9,81.9,7,0,0.7,Completed,Mar-2026,14,0
684,BAT202604-18,ASS0171,Experienced,CBR,Client Delta,TR006,OJT,Virtual,2026-04-05 00:00:00,2026-04-19 00:00:00,15,15,120,105,69,36,123.9,84.7,66,2,No,83.7,91.6,2,3,5.2,Completed,Apr-2026,14,0
685,BAT202606-18,ASS0172,Fresher,Payment Posting,Revere Health,TR001,Generic Training,Hybrid,2026-06-03 00:00:00,2026-06-08 00:00:00,6,6,48,40.3,32.4,7.9,46,87.6,94,1,Yes,80.4,84.3,2,0,0.9,Completed,Jun-2026,23,0
686,BAT202606-18,ASS0172,Fresher,Payment Posting,Revere Health,TR001,CST,Virtual,2026-06-09 00:00:00,2026-06-13 00:00:00,5,5,40,37,26.8,10.2,42.1,87.9,68,3,No,96.4,81.2,4,3,7.7,Completed,Jun-2026,24,0
687,BAT202606-18,ASS0172,Fresher,Payment Posting,Revere Health,TR001,LAW,Floor,2026-06-14 00:00:00,2026-06-22 00:00:00,10,9,80,73.7,57.6,16.1,83,88.8,54,2,No,86,87.6,7,3,7,Completed,Jun-2026,24,0
688,BAT202606-18,ASS0172,Fresher,Payment Posting,Revere Health,TR001,OJT,Floor,2026-06-23 00:00:00,2026-07-16 00:00:00,25,24,200,198.8,130.6,68.2,189,105.2,68,2,No,91.7,89.8,1,1,3.1,Completed,Jun-2026,26,0
689,BAT202607-18,ASS0173,Fresher,CBR,Client Alpha,TR008,Generic Training,Hybrid,2026-07-23 00:00:00,2026-07-28 00:00:00,6,6,48,47.9,37.1,10.8,51.5,93,92,1,Yes,100,83.6,0,1,1.7,Completed,Jul-2026,30,0
690,BAT202607-18,ASS0173,Fresher,CBR,Client Alpha,TR008,CST,Virtual,2026-07-29 00:00:00,2026-08-01 00:00:00,4,4,32,30.7,20.7,10,34,90.3,90,1,Yes,100,86.9,5,0,2,Completed,Jul-2026,31,0
691,BAT202608-18,ASS0173,Fresher,CBR,Client Alpha,TR008,LAW,Classroom,2026-08-02 00:00:00,2026-08-11 00:00:00,10,10,80,80,67.1,12.9,84.2,95,98,1,Yes,91.1,86.7,7,1,1.9,Completed,Aug-2026,31,0
692,BAT202608-18,ASS0173,Fresher,CBR,Client Alpha,TR008,OJT,Classroom,2026-08-12 00:00:00,2026-09-05 00:00:00,25,25,200,198,159.6,38.4,187.1,105.8,73,1,Yes,90.5,80.8,2,1,1,Completed,Aug-2026,33,0
693,BAT202608-18,ASS0174,Fresher,Billing,Client Gamma,TR007,Generic Training,Floor,2026-08-31 00:00:00,2026-09-06 00:00:00,6,7,48,44.5,34,10.5,51.7,86.1,90,1,Yes,91.9,79.9,1,0,1.3,Completed,Aug-2026,36,1
694,BAT202609-18,ASS0174,Fresher,Billing,Client Gamma,TR007,CST,Floor,2026-09-07 00:00:00,2026-09-09 00:00:00,3,3,24,22.6,16.7,5.9,23.6,95.8,90,1,Yes,82.3,65.9,0,1,1.2,Completed,Sep-2026,37,0
695,BAT202609-18,ASS0174,Fresher,Billing,Client Gamma,TR007,LAW,Virtual,2026-09-10 00:00:00,2026-09-19 00:00:00,10,10,80,75.5,49.2,26.3,77.9,96.9,90,1,Yes,100,81.4,4,1,1.3,Completed,Sep-2026,37,0
696,BAT202609-18,ASS0174,Fresher,Billing,Client Gamma,TR007,OJT,Hybrid,2026-09-20 00:00:00,2026-10-13 00:00:00,25,24,200,165.8,115.2,50.6,199.9,82.9,69,2,No,75.7,94.5,4,3,4.8,Completed,Sep-2026,38,0
697,BAT202603-18,ASS0175,Experienced,AR,Client Gamma,TR004,Generic Training,Floor,2026-03-11 00:00:00,2026-03-12 00:00:00,2,2,16,14.5,10.2,4.3,16.5,87.9,85,1,Yes,88.5,89.3,0,0,1.6,Completed,Mar-2026,11,0
698,BAT202603-18,ASS0175,Experienced,AR,Client Gamma,TR004,CST,Classroom,2026-03-13 00:00:00,2026-03-14 00:00:00,2,2,16,16,13.1,2.9,15.6,102.6,79,1,Yes,82,80.7,4,0,0.5,Completed,Mar-2026,11,0
699,BAT202603-18,ASS0175,Experienced,AR,Client Gamma,TR004,LAW,Hybrid,2026-03-15 00:00:00,2026-03-19 00:00:00,5,5,40,40,24.1,15.9,42.9,93.2,83,1,Yes,89.9,74.1,2,0,2,Completed,Mar-2026,11,0
700,BAT202603-18,ASS0175,Experienced,AR,Client Gamma,TR004,OJT,Classroom,2026-03-20 00:00:00,2026-04-03 00:00:00,15,15,120,120,82.3,37.7,117.6,102,85,1,Yes,94,78.6,4,1,1,Completed,Mar-2026,12,0
701,BAT202605-18,ASS0176,Experienced,Charge Entry,Client Alpha,TR006,Generic Training,Hybrid,2026-05-23 00:00:00,2026-05-24 00:00:00,2,2,16,15.4,9.6,5.8,15.6,98.7,88,1,Yes,96,88.6,3,1,1.5,Completed,May-2026,21,0
702,BAT202605-18,ASS0176,Experienced,Charge Entry,Client Alpha,TR006,CST,Classroom,2026-05-25 00:00:00,2026-05-27 00:00:00,3,3,24,20.8,16.7,4.1,24.9,83.5,83,2,No,82.4,88.5,2,0,4.8,Completed,May-2026,22,0
703,BAT202605-18,ASS0176,Experienced,Charge Entry,Client Alpha,TR006,LAW,Virtual,2026-05-28 00:00:00,2026-06-01 00:00:00,5,5,40,34.8,24.5,10.3,41.8,83.3,77,1,Yes,97.4,82.5,8,0,2,Completed,May-2026,22,0
704,BAT202606-18,ASS0176,Experienced,Charge Entry,Client Alpha,TR006,OJT,Hybrid,2026-06-02 00:00:00,2026-06-16 00:00:00,15,15,120,117.8,75.2,42.6,126.8,92.9,83,1,Yes,79.8,100,7,2,1.4,Completed,Jun-2026,23,0
705,BAT202601-18,ASS0177,Fresher,EVBV,River Health,TR003,Generic Training,Classroom,2026-01-16 00:00:00,2026-01-21 00:00:00,8,6,64,59,46.3,12.7,65.6,89.9,99,1,Yes,92.7,62.9,0,0,0.4,Completed,Jan-2026,3,0
706,BAT202601-18,ASS0177,Fresher,EVBV,River Health,TR003,CST,Classroom,2026-01-22 00:00:00,2026-01-24 00:00:00,3,3,24,21.7,11.8,9.9,23.1,93.9,89,1,Yes,90.5,78,1,1,1.9,Completed,Jan-2026,4,0
707,BAT202601-18,ASS0177,Fresher,EVBV,River Health,TR003,LAW,Floor,2026-01-25 00:00:00,2026-02-03 00:00:00,10,10,80,80,56.6,23.4,81.9,97.7,65,3,No,80.3,60.3,12,3,6.8,Completed,Jan-2026,4,0
708,BAT202602-18,ASS0177,Fresher,EVBV,River Health,TR003,OJT,Hybrid,2026-02-04 00:00:00,2026-02-28 00:00:00,25,25,200,196.6,131.5,65.1,195.9,100.4,96,1,Yes,82.6,82.2,4,1,1.6,Completed,Feb-2026,6,0
709,BAT202607-18,ASS0178,Experienced,AR,Client Delta,TR005,Generic Training,Classroom,2026-07-12 00:00:00,2026-07-15 00:00:00,4,4,32,30.1,20.8,9.3,32.3,93.2,90,1,Yes,87.2,65.6,1,0,1.1,Completed,Jul-2026,28,0
710,BAT202607-18,ASS0178,Experienced,AR,Client Delta,TR005,CST,Hybrid,2026-07-16 00:00:00,2026-07-17 00:00:00,2,2,16,16,10.6,5.4,17.1,93.6,71,1,Yes,83.9,74.7,3,1,0.3,Completed,Jul-2026,29,0
711,BAT202607-18,ASS0178,Experienced,AR,Client Delta,TR005,LAW,Hybrid,2026-07-18 00:00:00,2026-07-22 00:00:00,5,5,40,36.7,26.5,10.2,40,91.8,78,2,No,93.2,87.9,12,2,5.4,Completed,Jul-2026,29,0
712,BAT202607-18,ASS0178,Experienced,AR,Client Delta,TR005,OJT,Virtual,2026-07-23 00:00:00,2026-08-06 00:00:00,15,15,120,114.4,82.4,32,128.5,89,86,1,Yes,84.9,100,13,2,0.6,Completed,Jul-2026,30,0
713,BAT202601-18,ASS0179,Fresher,Charge Entry,Client Beta,TR007,Generic Training,Classroom,2026-01-27 00:00:00,2026-02-01 00:00:00,6,6,48,47.4,33.1,14.3,46.8,101.3,75,1,Yes,81.4,85.5,1,1,0.3,Completed,Jan-2026,5,0
714,BAT202602-18,ASS0179,Fresher,Charge Entry,Client Beta,TR007,CST,Virtual,2026-02-02 00:00:00,2026-02-05 00:00:00,5,4,40,40,27.7,12.3,42.5,94.1,87,1,Yes,85.9,66.8,4,0,1.9,Completed,Feb-2026,6,0
715,BAT202602-18,ASS0179,Fresher,Charge Entry,Client Beta,TR007,LAW,Floor,2026-02-06 00:00:00,2026-02-15 00:00:00,10,10,80,69.4,56.1,13.3,78.1,88.9,98,1,Yes,80.4,83.3,11,2,0.4,Completed,Feb-2026,6,0
716,BAT202602-18,ASS0179,Fresher,Charge Entry,Client Beta,TR007,OJT,Classroom,2026-02-16 00:00:00,2026-03-12 00:00:00,25,25,200,190.7,130.7,60,187.7,101.6,86,1,Yes,79.1,77.5,6,1,1.6,Completed,Feb-2026,8,0
717,BAT202605-18,ASS0180,Fresher,Payment Posting,Client Beta,TR006,Generic Training,Classroom,2026-05-04 00:00:00,2026-05-08 00:00:00,5,5,40,35.1,33.3,1.8,37.2,94.4,91,1,Yes,84.5,84.3,1,1,0,Completed,May-2026,19,0
718,BAT202605-18,ASS0180,Fresher,Payment Posting,Client Beta,TR006,CST,Classroom,2026-05-09 00:00:00,2026-05-11 00:00:00,3,3,24,23.3,16.5,6.8,24.2,96.3,80,1,Yes,91.3,73,3,2,0.2,Completed,May-2026,19,0
719,BAT202605-18,ASS0180,Fresher,Payment Posting,Client Beta,TR006,LAW,Classroom,2026-05-12 00:00:00,2026-05-21 00:00:00,10,10,80,80,51.4,28.6,85.8,93.2,99,2,No,86.7,78.8,12,6,4.5,Completed,May-2026,20,0
720,BAT202605-18,ASS0180,Fresher,Payment Posting,Client Beta,TR006,OJT,Floor,2026-05-22 00:00:00,2026-06-13 00:00:00,25,23,200,188.6,170.9,17.7,189.1,99.7,74,1,Yes,83,90.2,5,2,1.7,Extended,May-2026,21,0
721,BAT202608-19,ASS0181,Fresher,AR,Revere Health,TR007,Generic Training,Hybrid,2026-08-13 00:00:00,2026-08-19 00:00:00,8,7,64,64,60.2,3.8,65.7,97.4,88,1,Yes,78.2,73.9,3,3,0.8,Completed,Aug-2026,33,0
722,BAT202608-19,ASS0181,Fresher,AR,Revere Health,TR007,CST,Classroom,2026-08-20 00:00:00,2026-08-23 00:00:00,4,4,32,27.7,17,10.7,30.8,89.9,86,1,Yes,77.1,90.2,3,1,0.4,Completed,Aug-2026,34,0
723,BAT202608-19,ASS0181,Fresher,AR,Revere Health,TR007,LAW,Virtual,2026-08-24 00:00:00,2026-09-01 00:00:00,10,9,80,80,56.8,23.2,81.9,97.7,82,1,Yes,95.6,88,7,1,1.8,Completed,Aug-2026,35,0
724,BAT202609-19,ASS0181,Fresher,AR,Revere Health,TR007,OJT,Floor,2026-09-02 00:00:00,2026-09-26 00:00:00,25,25,200,176.3,118.9,57.4,202.6,87,94,1,Yes,84.1,92.3,2,0,0.9,Completed,Sep-2026,36,0
725,BAT202601-19,ASS0182,Fresher,AR,Client Beta,TR006,Generic Training,Floor,2026-01-25 00:00:00,2026-01-31 00:00:00,7,7,56,56,39.5,16.5,52.2,107.3,79,1,Yes,79.4,87.4,3,1,0.4,Completed,Jan-2026,4,0
726,BAT202602-19,ASS0182,Fresher,AR,Client Beta,TR006,CST,Floor,2026-02-01 00:00:00,2026-02-04 00:00:00,4,4,32,29,23.9,5.1,31.9,90.9,84,1,Yes,77.6,83.5,3,0,1.9,Completed,Feb-2026,5,0
727,BAT202602-19,ASS0182,Fresher,AR,Client Beta,TR006,LAW,Hybrid,2026-02-05 00:00:00,2026-02-15 00:00:00,10,11,80,75.8,55.6,20.2,78.9,96.1,70,1,Yes,83.3,83.5,6,1,0.6,Completed,Feb-2026,6,1
728,BAT202602-19,ASS0182,Fresher,AR,Client Beta,TR006,OJT,Classroom,2026-02-16 00:00:00,2026-03-12 00:00:00,25,25,200,169.6,106.4,63.2,213.9,79.3,79,1,Yes,76.3,75.6,10,1,0.2,Completed,Feb-2026,8,0
729,BAT202607-19,ASS0183,Experienced,AUTH,Revere Health,TR003,Generic Training,Floor,2026-07-20 00:00:00,2026-07-23 00:00:00,3,4,24,23.1,15.1,8,23.8,97.1,82,1,Yes,74.2,87.8,1,1,0.3,Completed,Jul-2026,30,1
730,BAT202607-19,ASS0183,Experienced,AUTH,Revere Health,TR003,CST,Hybrid,2026-07-24 00:00:00,2026-07-24 00:00:00,2,1,16,13.6,10.3,3.3,16.2,84,68,3,No,97.2,81.2,2,1,3.7,Completed,Jul-2026,30,0
731,BAT202607-19,ASS0183,Experienced,AUTH,Revere Health,TR003,LAW,Virtual,2026-07-25 00:00:00,2026-07-29 00:00:00,5,5,40,35.5,23.1,12.4,38.3,92.7,89,1,Yes,93.5,84.8,8,0,1.2,Completed,Jul-2026,30,0
732,BAT202607-19,ASS0183,Experienced,AUTH,Revere Health,TR003,OJT,Virtual,2026-07-30 00:00:00,2026-08-15 00:00:00,15,17,120,102.8,75.9,26.9,127,80.9,69,3,No,86.6,90.9,5,3,2.3,Completed,Jul-2026,31,1
733,BAT202606-19,ASS0184,Fresher,EVBV,Client Gamma,TR008,Generic Training,Floor,2026-06-13 00:00:00,2026-06-19 00:00:00,7,7,56,55.1,40.8,14.3,55.8,98.7,72,1,Yes,85.3,93.7,1,1,0.4,Extended,Jun-2026,24,0
734,BAT202606-19,ASS0184,Fresher,EVBV,Client Gamma,TR008,CST,Hybrid,2026-06-20 00:00:00,2026-06-24 00:00:00,5,5,40,33.1,26.5,6.6,38,87.1,75,1,Yes,86.2,76.8,2,2,1.7,Completed,Jun-2026,25,0
735,BAT202606-19,ASS0184,Fresher,EVBV,Client Gamma,TR008,LAW,Virtual,2026-06-25 00:00:00,2026-07-04 00:00:00,10,10,80,80,53.3,26.7,79.8,100.3,73,1,Yes,81.4,80.8,2,1,0.7,Completed,Jun-2026,26,0
736,BAT202607-19,ASS0184,Fresher,EVBV,Client Gamma,TR008,OJT,Virtual,2026-07-05 00:00:00,2026-07-30 00:00:00,25,26,200,187.1,132.9,54.2,215.7,86.7,90,1,Yes,92.9,92.7,10,1,0.8,Completed,Jul-2026,27,1
737,BAT202609-19,ASS0185,Experienced,CBR,Client Gamma,TR004,Generic Training,Classroom,2026-09-01 00:00:00,2026-09-03 00:00:00,3,3,24,21.3,16.4,4.9,24.2,88,89,1,Yes,79.7,89,0,1,2,Completed,Sep-2026,36,0
738,BAT202609-19,ASS0185,Experienced,CBR,Client Gamma,TR004,CST,Virtual,2026-09-04 00:00:00,2026-09-06 00:00:00,3,3,24,23.7,21,2.7,23.1,102.6,89,1,Yes,84.2,64.7,0,0,1.4,Completed,Sep-2026,36,0
739,BAT202609-19,ASS0185,Experienced,CBR,Client Gamma,TR004,LAW,Hybrid,2026-09-07 00:00:00,2026-09-11 00:00:00,5,5,40,40,20.7,19.3,36.9,108.4,87,1,Yes,75.5,100,9,2,0.8,Completed,Sep-2026,37,0
740,BAT202609-19,ASS0185,Experienced,CBR,Client Gamma,TR004,OJT,Hybrid,2026-09-12 00:00:00,2026-09-26 00:00:00,15,15,120,111.5,97,14.5,123,90.7,92,1,Yes,86.9,78.7,6,0,0.5,Completed,Sep-2026,37,0
741,BAT202608-19,ASS0186,Fresher,CBR,Revere Health,TR005,Generic Training,Classroom,2026-08-01 00:00:00,2026-08-08 00:00:00,8,8,64,52.8,32.6,20.2,62.1,85,83,1,Yes,97.2,71.6,3,0,1.5,Completed,Aug-2026,31,0
742,BAT202608-19,ASS0186,Fresher,CBR,Revere Health,TR005,CST,Floor,2026-08-09 00:00:00,2026-08-11 00:00:00,3,3,24,23.1,15.8,7.3,22.9,100.9,89,1,Yes,81,86.5,2,3,0.1,Completed,Aug-2026,32,0
743,BAT202608-19,ASS0186,Fresher,CBR,Revere Health,TR005,LAW,Floor,2026-08-12 00:00:00,2026-08-21 00:00:00,10,10,80,79,45.1,33.9,79.5,99.4,82,1,Yes,88.4,75.1,5,0,0.9,Completed,Aug-2026,33,0
744,BAT202608-19,ASS0186,Fresher,CBR,Revere Health,TR005,OJT,Classroom,2026-08-22 00:00:00,2026-09-15 00:00:00,25,25,200,187,97.5,89.5,210.2,89,73,1,Yes,74.8,82,3,1,1.7,Completed,Aug-2026,34,0
745,BAT202607-19,ASS0187,Experienced,AR,River Health,TR007,Generic Training,Floor,2026-07-16 00:00:00,2026-07-17 00:00:00,2,2,16,14.4,10.6,3.8,16.6,86.7,73,1,Yes,86.1,88,1,3,0.7,Completed,Jul-2026,29,0
746,BAT202607-19,ASS0187,Experienced,AR,River Health,TR007,CST,Hybrid,2026-07-18 00:00:00,2026-07-20 00:00:00,3,3,24,22.6,13.1,9.5,25.8,87.6,81,1,Yes,72.3,67.6,2,1,1.9,Completed,Jul-2026,29,0
747,BAT202607-19,ASS0187,Experienced,AR,River Health,TR007,LAW,Classroom,2026-07-21 00:00:00,2026-07-25 00:00:00,5,5,40,38.7,30.1,8.6,43.1,89.8,77,1,Yes,67.3,91.7,6,0,1.7,Completed,Jul-2026,30,0
748,BAT202607-19,ASS0187,Experienced,AR,River Health,TR007,OJT,Hybrid,2026-07-26 00:00:00,2026-08-09 00:00:00,15,15,120,107.6,80.6,27,115.9,92.8,78,1,Yes,98.5,100,3,1,1.2,Completed,Jul-2026,30,0
749,BAT202608-19,ASS0188,Fresher,CBR,Client Delta,TR006,Generic Training,Classroom,2026-08-04 00:00:00,2026-08-11 00:00:00,8,8,64,64,54.9,9.1,61.6,103.9,81,1,Yes,97.1,93.1,5,0,1,Completed,Aug-2026,32,0
750,BAT202608-19,ASS0188,Fresher,CBR,Client Delta,TR006,CST,Virtual,2026-08-12 00:00:00,2026-08-16 00:00:00,5,5,40,36.3,25.6,10.7,41,88.5,70,1,Yes,94,83.9,1,3,0.4,Completed,Aug-2026,33,0
751,BAT202608-19,ASS0188,Fresher,CBR,Client Delta,TR006,LAW,Hybrid,2026-08-17 00:00:00,2026-08-26 00:00:00,10,10,80,73.6,48.5,25.1,81.2,90.6,77,1,Yes,75.6,82.7,8,1,0.4,Completed,Aug-2026,34,0
752,BAT202608-19,ASS0188,Fresher,CBR,Client Delta,TR006,OJT,Hybrid,2026-08-27 00:00:00,2026-09-20 00:00:00,25,25,200,185.4,154.4,31,209.8,88.4,93,1,Yes,99.1,86.4,7,1,0.6,Completed,Aug-2026,35,0
753,BAT202604-19,ASS0189,Experienced,CBR,Client Beta,TR003,Generic Training,Classroom,2026-04-16 00:00:00,2026-04-17 00:00:00,2,2,16,15,9.3,5.7,15.8,94.9,85,1,Yes,83.6,71.4,2,1,1.2,Completed,Apr-2026,16,0
754,BAT202604-19,ASS0189,Experienced,CBR,Client Beta,TR003,CST,Hybrid,2026-04-18 00:00:00,2026-04-20 00:00:00,3,3,24,23.2,15.2,8,23,100.9,66,2,No,92.1,74.7,2,1,2.7,Completed,Apr-2026,16,0
755,BAT202604-19,ASS0189,Experienced,CBR,Client Beta,TR003,LAW,Hybrid,2026-04-21 00:00:00,2026-04-25 00:00:00,5,5,40,40,25.1,14.9,41.7,95.9,83,1,Yes,96.6,76.4,11,2,0.5,Completed,Apr-2026,17,0
756,BAT202604-19,ASS0189,Experienced,CBR,Client Beta,TR003,OJT,Classroom,2026-04-26 00:00:00,2026-05-10 00:00:00,15,15,120,113.9,88.1,25.8,114.5,99.5,72,1,Yes,84.1,77.5,6,1,0.1,Completed,Apr-2026,17,0
